Id,Predicted
0,39631.368328833574
1,77955.4886001081
2,86197.59720680244
3,73213.66468414254
4,41560.86727039267
5,57344.14598438283
6,73592.17725853769
7,125341.64513361487
8,63595.22184555854
9,63244.428522150614
10,87366.77081335247
11,74848.31818622291
12,84137.07849967285
13,60770.82004392307
14,92525.05879593082
15,45708.839056129014
16,72961.92244363876
17,53784.31348224478
18,99395.98977029423
19,73482.57367157844
20,100157.65223798009
21,58719.896651163705
22,73753.61121639132
23,45798.591179398536
24,74277.51534362104
25,81989.62097447712
26,73884.20443512009
27,47374.1585894599
28,89137.20234009929
29,125692.57876440308
30,42980.93494112539
31,60941.14981457655
32,106469.41994121457
33,46980.76585775872
34,69984.14757324061
35,56526.60341025685
36,57364.018425577546
37,47245.94198611848
38,90511.37262817398
39,67358.11645467632
40,57554.10268443108
41,123667.45632273673
42,91119.16349490033
43,92679.05525921004
44,60397.89770915212
45,72180.99220001552
46,46475.40486448753
47,63150.0172185441
48,66702.05230232571
49,47341.93248492479
50,49674.86469567883
51,46436.20074431841
52,82617.61856231988
53,70459.3602687634
54,62989.3843449492
55,128472.0267117008
56,93237.6348410293
57,57867.45021323838
58,130025.62972393955
59,81336.6676473992
60,50936.22451563738
61,47260.067751419454
62,94401.48242608157
63,46467.99429409043
64,67227.06868013609
65,69623.63171315427
66,74945.62461881079
67,79827.43021086979
68,84145.65907761852
69,78615.79902217307
70,71184.34731798971
71,42505.683898021096
72,59822.544271983876
73,80768.80965991839
74,50969.21544037837
75,55258.70609268323
76,58650.514686616465
77,50507.7848729492
78,70737.60617991217
79,54058.65902123474
80,63510.20267010257
81,45689.531636295775
82,53068.4060537452
83,65363.1612201317
84,86087.82012111842
85,82046.49033298987
86,51000.15284105449
87,87597.9559683336
88,96985.95282712765
89,87162.77510783944
90,52636.404516997514
91,76430.57598015109
92,78779.86490815174
93,41924.429020391064
94,90569.21747539837
95,41722.86962380122
96,57235.89072312741
97,72367.3128159425
98,66153.23967606347
99,53045.69876676682
100,67964.212638425
101,102755.0204638468
102,48527.27860560871
103,69420.55676172409
104,54917.93342717921
105,53626.77316968663
106,72300.736062158
107,56850.88417905847
108,76085.15769607015
109,52853.28219545772
110,51415.14991962707
111,61104.04525691118
112,49869.53113553927
113,70079.87341077035
114,87992.33865972335
115,77185.98181546458
116,85380.93239297048
117,145290.43889390174
118,114844.8872277432
119,122140.68366388393
120,51987.86203948343
121,91975.2577107374
122,45958.24680787357
123,63582.93049155265
124,46798.71892511011
125,109902.31921297073
126,63679.04851963977
127,57224.97783901065
128,87907.8392034133
129,60396.34428161404
130,84138.32762887086
131,226956.03127162054
132,47651.484821535996
133,75160.42854727818
134,61676.0812061496
135,66624.2465624015
136,53664.63698357066
137,64393.453656915495
138,49730.26464909082
139,64381.8893581945
140,82447.46747209928
141,188888.2728810478
142,193751.21039833417
143,110700.20792775946
144,44275.545516001876
145,53496.12581192498
146,84702.23246299787
147,93083.78682932213
148,63511.264853742796
149,57627.75870739801
150,71767.06655335797
151,38445.68808320598
152,67365.16633186396
153,89508.93360028235
154,88301.41449571787
155,56822.46566643341
156,83629.83271238515
157,82297.53582607105
158,142425.29383063974
159,60043.61854477181
160,73106.01377758979
161,75360.50924205466
162,84318.1923305522
163,55869.70874532402
164,77175.89126101379
165,94690.32511588313
166,87810.97352893454
167,46449.30391468554
168,40934.046082367226
169,52310.216401918464
170,39580.69811881764
171,35499.133085970505
172,70759.04121687882
173,227281.31696592635
174,47250.70744333759
175,123486.3228029608
176,43003.828972462
177,84730.83736786355
178,67988.65640259368
179,78087.60011428203
180,86746.8902675879
181,109634.47973591696
182,62830.301930582005
183,91357.02637491774
184,113585.58275500576
185,87941.36690010825
186,78041.865437812
187,76323.52498640404
188,71123.61643239214
189,230086.85653801568
190,83548.18875520634
191,93671.18453418635
192,128454.60473200306
193,60133.49186278692
194,77656.92162244138
195,135342.67227590238
196,60809.0173267233
197,56051.475154508444
198,117190.02237918568
199,128321.29277813405
200,72052.84795015726
201,119147.938036929
202,55696.62683432404
203,50606.3670170155
204,63291.093118657525
205,124246.82535365921
206,119825.85534471819
207,121593.53709913867
208,73588.17245197538
209,52887.33006308974
210,58464.53428340302
211,92433.7824509233
212,88473.75224873562
213,85631.79267505967
214,69054.23623856952
215,75230.2952221431
216,68928.65746423259
217,57734.11073677012
218,71521.19920185408
219,91321.91027730322
220,74967.5254710852
221,80598.9176878237
222,47107.53925061914
223,86170.49157917604
224,89010.71847307727
225,84077.49232262635
226,67585.58147298176
227,46840.39035910196
228,86735.88640557264
229,88115.44567555678
230,59129.38311328816
231,54810.71738127983
232,130070.85364531301
233,49547.735618359824
234,41555.02314128752
235,70274.62013559038
236,74081.25903473832
237,42986.89300701633
238,67055.61899613484
239,70779.00644281898
240,75447.92909422678
241,50980.769368956164
242,66294.35664876355
243,62762.31985211755
244,51122.78799567197
245,127459.2251312919
246,62678.73434340963
247,52291.490784517184
248,41354.92971808598
249,51039.958909767134
250,47580.40172019477
251,71322.87188396987
252,43349.80733201975
253,71980.5822376099
254,140893.068104612
255,67854.20054056485
256,102276.00154805167
257,79302.730936532
258,99058.84675974914
259,77074.18301490508
260,54036.19137961308
261,99558.1581406751
262,77612.15351379468
263,57066.40612643385
264,52195.184748390566
265,184540.82032276466
266,45141.54648780879
267,62571.30847389198
268,84624.58717304564
269,80338.69435565255
270,62491.75071016474
271,104641.78074573046
272,71977.39881058071
273,86915.44638596853
274,87439.53859636176
275,47436.06773308272
276,110794.77921799227
277,123777.3819100748
278,45933.696306878264
279,101136.75691867807
280,142500.55446095802
281,66437.254685933
282,67236.66421097805
283,99225.43288045052
284,108495.32138636672
285,93126.5095373976
286,41890.19188750782
287,41347.610730305416
288,65173.242518414365
289,87332.85939545183
290,92629.91876926046
291,90309.31229153172
292,74966.07518153069
293,87267.25416257298
294,71194.3584206441
295,66664.70609777048
296,230271.8041344289
297,79938.61778682921
298,70803.63963033662
299,95922.61830181631
300,43549.8691197185
301,72890.44546058757
302,64859.50533343666
303,93109.26292488156
304,141190.53140124833
305,64445.98670348314
306,85200.76474794211
307,75854.21597982169
308,117604.0185437817
309,77376.09589165727
310,132828.22694098862
311,56978.83369770168
312,42081.01979148033
