Id,Predicted
0,19946.526266912188
1,35912.929825395026
2,143871.29382167425
3,77688.08382167424
4,26026.620179403526
5,76546.13017940352
6,79586.8738291972
7,214523.3245697174
8,57403.79382167424
9,65487.43763144029
10,56503.646015628976
11,115470.65763144029
12,104112.70456971739
13,83868.39017940353
14,67213.47636963749
15,23360.325912903685
16,74800.99040594285
17,51805.79017940352
18,123348.31223259322
19,102787.17382167424
20,133541.55540666007
21,63948.97037552204
22,36931.90982539502
23,37719.420179403525
24,86960.67017940353
25,103861.74075995135
26,122438.24763144029
27,42989.89017940353
28,69457.41601562897
29,212303.8845697174
30,39125.240179403525
31,72806.63763144029
32,144995.7345697174
33,36043.41017940352
34,67548.94382167424
35,73259.52017940354
36,44457.56601562898
37,24597.769825395026
38,64212.12636963748
39,94891.67763144028
40,56621.53763144029
41,251690.2639480291
42,182720.56382167424
43,156683.23382167425
44,73202.55017940354
45,101069.92382167424
46,39731.387277431786
47,96415.27763144029
48,84129.01763144029
49,34402.279825395024
50,52816.19017940352
51,36871.62017940352
52,44046.889825395025
53,71747.46382167423
54,94049.30763144029
55,227041.1034560887
56,88463.66187858472
57,43483.387277431786
58,240725.05975817458
59,62220.540482106735
60,41214.420179403525
61,37785.79982539502
62,130622.75456971739
63,42831.520179403524
64,11155.26245714614
65,74001.17382167424
66,101422.73382167424
67,340173.2418446856
68,45868.03601562898
69,106160.76636963748
70,114278.04017940353
71,33146.29017940352
72,45259.84601562898
73,41515.32210313764
74,53544.66017940352
75,242132.69920141713
76,59646.93382167424
77,46157.770179403524
78,79404.41382167424
79,68458.09017940353
80,64436.52382167424
81,25832.026266912188
82,40291.15017940352
83,68483.16763144029
84,46769.43601562898
85,65888.85982539502
86,47261.270179403524
87,156369.0076314403
88,235170.62678728183
89,62441.426369637484
90,64985.54017940352
91,112336.41763144029
92,146161.10763144027
93,25851.35017940353
94,152041.04277575287
95,24190.960179403526
96,44911.78763144029
97,78226.73382167424
98,10372.802103137637
99,67548.46017940353
100,87773.24382167424
101,129159.2145697174
102,44080.39017940353
103,88585.31382167424
104,56811.97763144029
105,53636.420179403525
106,95328.30017940354
107,59704.770179403524
108,106724.1276314403
109,50337.84763144029
110,17809.91971567741
111,50636.69382167424
112,71041.46823256902
113,97618.04017940353
114,63071.146369637485
115,113910.78763144028
116,70141.58601562897
117,313950.02434748906
118,206998.7545697174
119,198996.92342916268
120,24761.226266912185
121,169800.23763144028
122,22403.696266912186
123,76807.03382167424
124,39717.530179403526
125,247562.50678728183
126,30685.802103137637
127,54050.00763144029
128,54822.326015628976
129,55625.837631440285
130,109894.7445697174
131,777938.4624003484
132,43808.72017940352
133,142220.99071979625
134,106040.30982539502
135,9647.62245714614
136,48528.64763144029
137,61211.22763144029
138,40461.960179403526
139,66647.11763144028
140,144270.3876314403
141,607356.1262616935
142,605353.841230994
143,163506.69277575286
144,31010.870179403526
145,47189.86017940353
146,133464.2645697174
147,94780.55017940354
148,41589.356369637484
149,15436.34971567741
150,80818.92382167424
151,17673.925912903684
152,81014.08382167424
153,87595.97636963749
154,110373.1345697174
155,90170.99982539502
156,50110.01601562898
157,51912.51017940352
158,290016.11688541365
159,99539.99017940352
160,83660.03382167424
161,98172.38382167424
162,49013.78601562898
163,56595.377631440286
164,12281.07245714614
165,124989.15017940353
166,79925.82982539502
167,48162.75017940353
168,23761.109825395026
169,42466.16763144029
170,18638.706266912188
171,20684.35017940353
172,66090.60636963748
173,2030719.9112539254
174,38847.72017940352
175,202145.1951101101
176,31071.140179403526
177,47639.19982539502
178,82617.32763144029
179,144576.63482470103
180,54769.50636963748
181,171148.1545697174
182,79855.7376314403
183,76249.72982539503
184,158176.99921501492
185,78183.38636963748
186,115581.14017940353
187,92544.6442157089
188,80676.60382167425
189,895865.3488999706
190,105901.20456971739
191,80765.55636963749
192,207785.5731163284
193,50402.42601562898
194,4400.332457146139
195,300241.54511287704
196,32399.422457146142
197,122810.90017940353
198,162147.26922253787
199,275346.67331614555
200,72230.04382167423
201,191713.9845697174
