Id,Predicted
0,18527.18999999999
1,35345.719999999994
2,141975.57
3,78168.80000000003
4,26872.21999999999
5,75262.59
6,78893.74000000003
7,212950.86000000002
8,54619.189999999995
9,67485.23
10,57034.79999999998
11,113052.67999999993
12,103030.87000000007
13,81754.42000000004
14,65381.23000000004
15,24189.329999999994
16,79746.18000000001
17,52261.170000000035
18,132075.00999999998
19,98367.51000000008
20,135033.52999999994
21,60304.81999999999
22,40438.76
23,39936.92000000002
24,86587.84000000004
25,104449.26000000002
26,122057.29000000008
27,41951.090000000026
28,70691.76000000002
29,210312.5400000001
30,38606.84
31,72050.89999999997
32,143933.47000000003
33,35079.659999999974
34,62885.17000000006
35,77524.33000000002
36,64974.009999999995
37,25255.9
38,65088.560000000005
39,93600.52000000003
40,56755.030000000006
41,241465.21000000017
42,174202.99000000014
43,144504.04
44,68643.66999999998
45,100634.71999999999
46,43315.45999999999
47,100368.28000000003
48,88147.68999999999
49,35483.91999999999
50,53041.17000000002
51,37379.39
52,45241.72000000001
53,69608.3
54,96296.39000000007
55,220032.18
56,101259.22000000002
57,41407.88000000005
58,239311.79000000007
59,54620.06999999999
60,39717.27999999999
61,35172.66000000001
62,130738.42999999998
63,41207.24000000002
64,11087.340000000002
65,74563.62000000004
66,98037.49000000003
67,343022.08999999985
68,47332.58999999996
69,104807.18
70,108808.06000000001
71,36730.71999999999
72,55678.670000000006
73,40531.68000000002
74,56478.159999999996
75,93085.08
76,59754.869999999944
77,50991.40000000001
78,81550.34999999996
79,70246.61000000002
80,63860.83000000008
81,23695.420000000006
82,35026.57999999998
83,71721.08999999998
84,46614.679999999964
85,65422.49000000005
86,47694.07000000001
87,159442.30999999997
88,227556.94999999987
89,64934.280000000035
90,65392.80000000007
91,111718.88
92,168129.29999999996
93,26306.64
94,120868.90000000004
95,22424.759999999995
96,43030.270000000026
97,76344.2
98,9695.18
99,71357.64000000003
100,91511.18000000008
101,127826.49000000003
102,44695.070000000014
103,89279.27000000006
104,55006.130000000034
105,54427.88000000005
106,95984.58000000002
107,47516.719999999965
108,103754.08000000007
109,50752.040000000015
110,17927.160000000003
111,45170.560000000005
112,82576.67999999996
113,98296.2900000001
114,61195.74000000001
115,113381.39
116,72966.84000000007
117,313423.1599999998
118,204213.83999999988
119,144830.82999999996
120,26943.949999999997
121,168048.54999999993
122,27402.36
123,75955.69000000002
124,41340.41000000002
125,246803.11000000004
126,24407.199999999997
127,57724.28000000001
128,54876.69999999999
129,56123.30000000001
130,108909.16999999998
131,782848.4000000007
132,44885.32000000003
133,143272.02999999994
134,105181.25000000001
135,9658.92
136,45851.27999999999
137,60052.61999999998
138,38776.46000000001
139,64128.11000000006
140,138337.13000000003
141,567561.0399999996
142,552474.0299999996
143,164444.92
144,31296.58
145,47440.939999999995
146,132661.29
147,97927.92000000003
148,33671.01999999999
149,16445.120000000003
150,82656.76
151,19313.039999999986
152,81575.40000000002
153,87196.81000000004
154,112543.94999999995
155,91188.17999999998
156,51163.96000000001
157,57554.76000000001
158,281134.36000000004
159,104951.61000000004
160,82106.26000000005
161,96760.13000000005
162,47812.45000000001
163,68418.09000000004
164,12297.850000000004
165,123231.16000000002
166,78451.12000000007
167,48879.04
168,25172.05
169,44899.53999999998
170,18727.219999999994
171,22073.519999999997
172,62936.21000000005
173,2023668.6400000001
174,41577.46000000002
175,201829.5600000001
176,31649.91000000003
177,49853.27999999999
178,84475.98999999999
179,140888.08999999994
180,53811.56000000001
181,171134.7999999999
182,83081.15000000004
183,81148.67999999995
184,153084.1299999999
185,78628.28
186,105970.72000000009
187,85306.01999999999
188,77086.63000000005
189,913653.8400000014
190,106368.09999999998
191,81046.10999999994
192,205815.40000000005
193,64897.00999999999
194,9338.869999999997
195,265496.5
196,33604.00999999999
197,120945.84999999993
198,163164.16000000003
199,273837.0999999998
200,71960.17000000006
201,190533.57999999987
202,66959.84000000003
203,36003.3
204,73788.07000000002
205,202722.44000000006
206,282660.92
207,189513.93000000005
208,36927.209999999985
209,46403.30999999998
210,55964.76999999999
211,87646.02999999997
212,175292.92000000007
213,47020.55999999997
214,66818.14
215,9225.5
216,72011.88000000002
217,47854.61999999999
218,80770.94999999998
219,187359.33000000002
220,106094.45000000001
221,104742.52999999991
222,23439.319999999996
223,149027.55999999997
224,54492.38999999997
225,35154.92999999999
226,55032.069999999985
227,26761.2
228,148177.61000000002
229,49063.640000000014
230,63496.070000000014
231,60937.92000000001
232,243085.65000000014
233,39483.62000000001
234,22310.909999999993
235,68892.79999999996
236,89159.43999999999
237,30511.810000000005
238,85756.69999999997
239,74038.64000000009
240,134421.03999999998
241,29210.930000000008
242,81426.99
243,58688.71000000002
244,46955.23999999998
245,229178.80000000028
246,82150.07999999996
247,31994.249999999993
248,25679.690000000006
249,44728.139999999985
250,38092.91000000003
251,76266.28000000003
252,31821.44
253,68043.94000000002
254,288878.0400000001
255,92675.88000000003
256,137782.77000000005
257,118052.21999999984
258,183785.64000000004
259,20513.919999999987
260,63222.86000000006
261,110699.52000000003
262,9301.399999999998
263,47146.05999999998
264,43235.55000000003
265,536155.31
266,21750.039999999997
267,42103.30999999998
268,64198.93
269,158320.68
270,70040.92000000004
271,216841.28000000012
272,69559.76000000004
273,57286.24000000003
274,89995.17000000001
275,38772.75000000001
276,193109.40999999997
277,190202.27999999997
278,35477.299999999996
279,352644.24000000005
280,322519.3300000002
281,66139.81000000001
282,60517.64
283,187973.15999999997
284,162588.59000000003
285,96523.44000000006
286,24132.359999999997
287,25906.15999999998
288,62255.040000000045
289,117222.54000000004
290,106455.42999999996
291,132741.9299999999
292,96116.44
293,146261.5500000001
294,80593.43000000001
295,93031.76000000008
296,1543130.6399999997
297,131262.13
298,67071.08000000006
299,126293.19999999997
300,35984.140000000014
301,196100.34999999998
302,54979.69999999995
303,534274.93
304,296628.76
305,39741.869999999995
306,121914.65
307,119358.12999999999
308,175385.90999999997
