Id,Predicted
0,29077.910969998567
1,32916.46071038566
2,160128.78663570381
3,84238.77391474455
4,34721.32912208129
5,80907.8268496078
6,82610.17861752214
7,203891.9692428148
8,54699.827731379184
9,72953.3303159376
10,46083.92520007293
11,117761.26365031698
12,103256.03420764163
13,76440.5911649296
14,74948.72645440178
15,37048.21595255047
16,73916.05265728694
17,48149.88861053583
18,130434.07607343493
19,106846.55853504676
20,115820.08197066329
21,70903.90552895507
22,34218.90454235512
23,38007.81431794052
24,79604.88440898561
25,98836.85462477073
26,133610.3412771372
27,40828.23665821068
28,70751.93701628546
29,228374.04564126307
30,68165.4411814314
31,68900.85576742864
32,139240.47632015543
33,42261.73670507665
34,62855.035945696894
35,81390.72996065488
36,53576.42193344308
37,29028.04962304048
38,62677.09508923722
39,97491.07308470672
40,58929.03732575287
41,211752.19177786392
42,177211.5962972086
43,175648.77224601735
44,84169.57153355714
45,96997.36541985805
46,26697.064178603647
47,107142.49309353632
48,68101.08990929149
49,36416.695324315864
50,57193.094596048155
51,40271.93876851544
52,42247.25360579189
53,66285.14612730003
54,103972.50937693263
55,239297.09900449475
56,85895.38436441467
57,39972.987982171624
58,210957.28991568898
59,68695.72945942658
60,33796.20004362396
61,36854.17268675239
62,120254.87804516067
63,46024.21617968383
64,9025.530767586437
65,72217.43396800682
66,97321.42205759334
67,350153.6580844118
68,42723.1910041195
69,105950.20083400037
70,115520.97733440784
71,34416.06724282594
72,51177.834113461875
73,43814.5338012605
74,55422.11954287977
75,263754.0314929107
76,58268.41771643024
77,56220.791069741565
78,98931.4928824363
79,69311.78848302859
80,74690.81707860873
81,34605.31221611569
82,51642.644309922085
83,64872.85879202393
84,43565.75498489826
85,69328.95348663986
86,46717.87674181764
87,163585.98518050613
88,203579.5318104949
89,60351.15546042712
90,61400.38368118035
91,102446.67872844641
92,134397.6419498811
93,30218.036343155607
94,144142.5392136797
95,23721.73246057107
96,43255.650995655385
97,76216.22178699412
98,11072.775419005155
99,52628.02027127453
100,95346.08629254263
101,126123.86424117276
102,47864.55691930708
103,93585.80604998187
104,50946.86851317694
105,47539.02409984256
